EDAD;Gender;Education Level;Job Title;AÑOS EXP;Salario;Class;Salary;Years of Experience;Age
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;1;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's Degree;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Master's Degree;Data Scientist;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
40;Male;Bachelor's Degree;Software Engineer;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
35;Female;Bachelor's Degree;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
43;Male;Master's Degree;Data Scientist;15;55000,00;Bajo;De 51001 a 97000;De 15 a 21;De 42 a 49 años
29;Female;Bachelor's Degree;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
36;Male;Bachelor's Degree;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
31;Male;Master's Degree;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
42;Female;Bachelor's Degree;Software Engineer;13;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 42 a 49 años
33;Male;Bachelor's Degree;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's Degree;Data Scientist;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
41;Male;Bachelor's Degree;Software Engineer;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
35;Female;Bachelor's Degree;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Data Scientist;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Master's;Data Analyst;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Female;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Bachelor's;Product Manager;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
33;Male;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
25;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
28;Male;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Data Scientist;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
25;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
34;Female;Master's;Product Manager;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Data Analyst;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
33;Female;Master's;Product Manager;11;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
24;Male;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
27;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Female;PhD;Data Scientist;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
29;Male;Bachelor's;Software Engineer;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
33;Male;Master's;Data Scientist;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
26;Female;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
30;Male;Master's;Software Engineer;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
35;Female;Bachelor's;Product Manager;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
27;Male;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
37;Male;PhD;Product Manager;14;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
31;Male;Master's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
34;Male;Bachelor's;Software Engineer;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Male;Bachelor's;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Software Engineer;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
26;Female;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
33;Male;Master's;Data Scientist;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;Master's;Software Engineer;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
35;Female;Bachelor's;Product Manager;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
27;Male;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
37;Male;PhD;Product Manager;14;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
31;Male;Master's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
34;Male;Bachelor's;Software Engineer;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Male;Bachelor's;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Software Engineer;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
26;Female;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
33;Male;Master's;Data Scientist;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;Master's;Software Engineer;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
35;Female;Bachelor's;Product Manager;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
27;Male;Bachelor's;Software Engineer;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
37;Male;PhD;Product Manager;14;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
26;Male;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's;Software Engineer;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
31;Male;Master's;Data Scientist;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;7;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Male;Bachelor's;Software Engineer;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
34;Male;Bachelor's;Software Engineer;12;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
25;Female;Bachelor's;Data Analyst;2;55000,00;Bajo;De 51001 a 97000;De 0 a 7;Menor o igual a 25
30;Male;Bachelor's;Product Manager;8;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Female;Bachelor's;Data Analyst;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
31;Male;Bachelor's;Software Engineer;9;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
26;Female;Bachelor's;Data Analyst;3;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
33;Male;Master's;Data Scientist;10;55000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
28;Male;Bachelor's;Software Engineer;4;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
27;Female;Bachelor's;Data Analyst;5;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Male;Master's;Software Engineer;6;55000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
32;Female;Bachelor's;Data Scientist;9;55538,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
29;Male;Bachelor's;Data Analyst;7;55538,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
35;Female;Bachelor's;Product Manager;12;55935,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
27;Male;Bachelor's;Software Engineer;5;55935,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
28;Female;Master's;Data Scientist;6;55935,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
37;Male;PhD;Product Manager;14;55935,00;Bajo;De 51001 a 97000;De 8 A 14;De 34 a 41 años
26;Male;Bachelor's;Data Analyst;3;57000,00;Bajo;De 51001 a 97000;De 0 a 7;De 26 a 33 años
30;Female;Bachelor's;Software Engineer;8;57000,00;Bajo;De 51001 a 97000;De 8 A 14;De 26 a 33 años
